GeoFIPS,GeoName,year,county_real_gdp_all_industry,county_personal_income,county_population,county_per_capita_income,county_gdp_per_capita
19167,"Sioux, IA",2024,3014989,2659367,36554,72752,82.48041254035127
19169,"Story, IA",2020,5504536,4438916,98651,44996,55.798076045858636
19169,"Story, IA",2021,5889275,4822879,99683,48382,59.08003370685071
19169,"Story, IA",2022,5871713,5264199,99995,52645,58.72006600330017
19169,"Story, IA",2023,5908358,5548240,101501,54662,58.209850149259616
19169,"Story, IA",2024,6136665,5780080,102498,56392,59.87107065503717
19171,"Tama, IA",2020,644672,841633,17044,49380,37.823984980051634
19171,"Tama, IA",2021,705000,960253,16862,56948,41.80998695291187
19171,"Tama, IA",2022,690818,981859,16910,58064,40.85263157894737
19171,"Tama, IA",2023,668286,954808,16787,56878,39.80973372252338
19171,"Tama, IA",2024,636320,961490,16738,57444,38.016489425259884
19173,"Taylor, IA",2020,243342,270467,5861,46147,41.518853437979864
19173,"Taylor, IA",2021,299988,331381,5868,56473,51.122699386503065
19173,"Taylor, IA",2022,283916,344033,5870,58609,48.367291311754684
19173,"Taylor, IA",2023,273828,328052,5917,55442,46.278181510900794
19173,"Taylor, IA",2024,279166,333963,5825,57333,47.92549356223176
19175,"Union, IA",2020,693536,529790,12128,43683,57.184696569920845
19175,"Union, IA",2021,785005,595090,12048,49393,65.15645750332006
19175,"Union, IA",2022,793251,603713,11922,50639,66.53673880221439
19175,"Union, IA",2023,769095,593856,11913,49849,64.55930496096701
19175,"Union, IA",2024,805377,643243,11955,53805,67.36737766624843
19177,"Van Buren, IA",2020,212321,297036,7218,41152,29.41548905513993
19177,"Van Buren, IA",2021,245294,347350,7256,47871,33.80567805953694
19177,"Van Buren, IA",2022,249611,366537,7250,50557,34.42910344827586
19177,"Van Buren, IA",2023,218338,353678,7266,48676,30.049270575282137
19177,"Van Buren, IA",2024,213355,363931,7217,50427,29.56283774421505
19179,"Wapello, IA",2020,1618427,1498465,35327,42417,45.81274945509101
19179,"Wapello, IA",2021,1758331,1600330,35304,45330,49.80543281214593
19179,"Wapello, IA",2022,1748943,1625479,35080,46336,49.85584378563284
19179,"Wapello, IA",2023,1691547,1662277,35417,46934,47.76087754468193
19179,"Wapello, IA",2024,1648497,1734920,35681,48623,46.20097530898798
19181,"Warren, IA",2020,1269119,2846530,52591,54126,24.131866669201955
19181,"Warren, IA",2021,1395228,3182870,53487,59507,26.085366537663358
19181,"Warren, IA",2022,1414606,3355160,54325,61761,26.0396870685688
19181,"Warren, IA",2023,1397186,3551708,55298,64229,25.266483417121776
19181,"Warren, IA",2024,1429806,3754565,56343,66638,25.37681699590011
19183,"Washington, IA",2020,1028367,1320161,22541,58567,45.622066456678944
19183,"Washington, IA",2021,1259693,1617228,22526,71794,55.92173488413389
19183,"Washington, IA",2022,1356533,1850810,22541,82109,60.18069295949603
19183,"Washington, IA",2023,1257378,1814411,22554,80447,55.74966746475126
19183,"Washington, IA",2024,1412399,1913209,22631,84539,62.409924439927536
19185,"Wayne, IA",2020,216532,289932,6502,44591,33.30236850199938
19185,"Wayne, IA",2021,271814,345128,6522,52918,41.67647960748237
19185,"Wayne, IA",2022,249040,360478,6472,55698,38.47960444993819
19185,"Wayne, IA",2023,235276,355620,6542,54360,35.9639254050749
19185,"Wayne, IA",2024,230960,365358,6622,55173,34.877680459075805
19187,"Webster, IA",2020,1953915,1734182,36991,46881,52.821361952907466
19187,"Webster, IA",2021,2165409,1912356,37172,51446,58.25376627569138
19187,"Webster, IA",2022,2121297,1965080,36703,53540,57.79628368253276
19187,"Webster, IA",2023,2093993,1981625,36653,54064,57.13019398139306
19187,"Webster, IA",2024,2119925,2047151,36909,55465,57.4365330949091
19189,"Winnebago, IA",2020,433465,472284,10656,44321,40.678021771771775
19189,"Winnebago, IA",2021,493793,554497,10657,52031,46.33508492070939
19189,"Winnebago, IA",2022,530668,597110,10651,56061,49.82330297624636
19189,"Winnebago, IA",2023,492037,568180,10563,53790,46.58117958913188
19189,"Winnebago, IA",2024,532596,606115,10383,58376,51.29500144466917
19191,"Winneshiek, IA",2020,1001137,1090666,20051,54395,49.92952969926687
19191,"Winneshiek, IA",2021,1029774,1180933,19944,59212,51.63327316486161
19191,"Winneshiek, IA",2022,1011967,1230232,19915,61774,50.814310820989206
19191,"Winneshiek, IA",2023,1010914,1250128,19728,63368,51.242599351176
19191,"Winneshiek, IA",2024,1026441,1312455,19723,66544,52.042843380824415
19193,"Woodbury, IA",2020,5111726,4926427,105952,46497,48.24567728782845
19193,"Woodbury, IA",2021,5341503,5290075,105801,50000,50.48631865483313
19193,"Woodbury, IA",2022,5349084,5473086,105674,51792,50.61873308477014
19193,"Woodbury, IA",2023,5424174,5675691,106544,53271,50.91017795464784
19193,"Woodbury, IA",2024,5432371,5936056,107257,55344,50.64817214727244
19195,"Worth, IA",2020,290057,330012,7430,44416,39.038627187079406
19195,"Worth, IA",2021,364916,401400,7374,54434,49.48684567398969
19195,"Worth, IA",2022,358636,418386,7316,57188,49.020776380535814
19195,"Worth, IA",2023,367368,420004,7322,57362,50.17317672767003
19195,"Worth, IA",2024,357509,424598,7307,58108,48.92691939236349
19197,"Wright, IA",2020,623632,612866,12923,47424,48.257525342412755
19197,"Wright, IA",2021,746362,745976,12821,58184,58.21402386709305
19197,"Wright, IA",2022,873877,926057,12740,72689,68.59317111459968
19197,"Wright, IA",2023,832242,852127,12744,66865,65.30461393596987
19197,"Wright, IA",2024,989859,967735,12729,76026,77.76408201744049
